MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
VAFX2059800,RES,Closed,,4,4,04/13/2022,04/16/2022 12:00:00 AM,05/17/2022,05/13/2022,"$1,400,000","$1,400,000","$1,540,000",1742,,Great Falls,,Mclean,VA,22101,FAIRFAXVA,,,,WEST LEWINSVILLE HEIGHTS,Kimberly R Boyer,3026560,TTR Sothebys International Realty,TTRS3,(703) 319-3344,Barry M Kernus,3101209,"Orchard Brokerage, LLC",ORCHA1,(844) 819-1373,,Conventional,StandardSale,StandardSale,StandardSale,11725,2021,0.4,011,FeeSimple,No,No,No,,,,1961,3768,,4,3,,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",,Yes,2,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2299,1469,,,,38.9123536,-77.1848975
VAFX2051782,RES,Closed,,13,13,04/21/2022,05/03/2022 12:00:00 AM,05/18/2022,05/18/2022,"$1,899,000","$1,899,000","$1,905,000",6932,,Tyndale,,Mclean,VA,22101,FAIRFAXVA,,,,ROSEMONT,Janet A Callander,80681,"Weichert, REALTORS",WEI70,(703) 760-8880,Douglas K Francis,16486,TTR Sothebys International Realty,TTRS3,(703) 319-3344,,Cash,StandardSale,StandardSale,StandardSale,17565,2021,0.34,011,FeeSimple,No,No,No,,,,2007,6860,VeryGood,5,5,1,Three,Colonial,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,4586,2274,VeryGood,,,38.919553,-77.187363
VAFX2066550,RES,Closed,,0,0,05/12/2022,05/12/2022 12:00:00 AM,06/03/2022,06/03/2022,"$950,000","$950,000","$1,060,000",1811,,Brentridge,,Vienna,VA,22182,FAIRFAXVA,,,,AMBERWOOD,Ellen C Ing,64213,RE/MAX Allegiance,RMAX129,(703) 250-8500,Camilo A Bermudez,127207,Compass,COMPS6,(703) 266-7277,,Conventional,StandardSale,StandardSale,StandardSale,11014,2021,0.07,031,FeeSimple,No,No,Yes,Quarterly,386,Quarterly,1995,2272,Excellent,3,3,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2272,0,Excellent,,,38.9189572,-77.2403853
VAFX2031264,RES,Closed,,2,2,03/18/2022,03/19/2022 12:00:00 AM,04/08/2022,04/08/2022,"$1,099,000","$1,099,000","$1,175,000",7759,,Legere,47,Mclean,VA,22102,FAIRFAXVA,,,,MCLEAN PLACE TOWNHOME,Alan B Campbell,68206,KW United,KWSP1,(540) 785-2225,Luilly Marte,3322431,Samson Properties,SAMP6,(571) 378-1346,,VA,StandardSale,StandardSale,StandardSale,10212,2021,,032,Condominium,No,No,Yes,Monthly,400,Monthly,2003,3423,Excellent,4,4,1,Four,Contemporary,"Main,Upper1,Upper2,Upper3",,No,2,Yes,,,,Yes,No,No,Bainbridge,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2700,723,Excellent,,,38.9157933,-77.2113189
MDMC2056432,RES,Closed,,37,70,06/14/2022,07/19/2022 12:00:00 AM,09/20/2022,09/20/2022,"$1,699,000","$1,699,000","$1,600,000",6626,,Wilson,,Bethesda,MD,20817,MONTGOMERYMD,,,,OAKWOOD KNOLLS,John T Pruski,100387,Jack Realty Group,CGL1,(202) 364-3066,Dana Cruz,101447,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,Conventional,StandardSale,StandardSale,StandardSale,15686,2023,0.3,,FeeSimple,No,No,No,,,,1918,3504,VeryGood,5,5,,Three,"DwellingwSeparateLivingArea,FarmhouseNationalFolk","Lower1,Main,Upper1",,Yes,3,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3504,0,VeryGood,,,38.984652,-77.0947092
VAFX2056616,RES,Closed,,5,5,03/24/2022,03/28/2022 12:00:00 AM,05/06/2022,05/06/2022,"$1,480,000","$1,480,000","$1,600,000",1610,,Aerie,,Mclean,VA,22101,FAIRFAXVA,,,,MC LEAN OAKS,Lauren J Reardon,3027359,"RE/MAX Distinctive Real Estate, Inc.",RMAX5,(703) 821-1840,Jane Phillips,3000754,Compass,COMPS5,(703) 310-6111,"$1,500",Conventional,StandardSale,StandardSale,StandardSale,12726,2021,0.13,011,FeeSimple,No,No,Yes,Annually,1000,Annually,1988,3902,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3066,836,,,,38.924712,-77.173399
VAFX2006268,RES,Closed,,130,130,07/14/2021,11/20/2021 12:00:00 AM,04/14/2022,04/08/2022,"$1,725,000","$1,725,000","$1,700,000",1812,,Anderson,,Falls Church,VA,22043,FAIRFAXVA,,,,PIMMIT HILLS,Ana P Nunes,3046370,"Weichert, REALTORS",WEI69,(703) 938-6070,Rajwant S Virk,12978,Samson Properties,SAMP1,(703) 378-8810,,Conventional,StandardSale,StandardSale,StandardSale,4443,2021,0.26,011,FeeSimple,No,No,No,,,,2021,7362,Excellent,6,6,2,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,5270,2092,Excellent,,,38.88233400000001,-77.1710914
MDMC2056344,RES,Closed,,7,7,06/16/2022,06/22/2022 12:00:00 AM,07/12/2022,07/12/2022,"$1,360,000","$1,360,000","$1,320,000",8000,,Springer,,Bethesda,MD,20817,MONTGOMERYMD,,,,WEST BETHESDA PARK,Scott T Matejik,3943,"Stuart & Maury, Inc.",STU1,(301) 654-3200,LIU YANG,3322841,"RE/MAX Realty Centre, Inc.",RRC1,(301) 774-5900,,Cash,StandardSale,StandardSale,StandardSale,11368,2021,0.27,R,FeeSimple,No,No,No,,,,1961,3482,Excellent,5,3,,Four,"Colonial,SplitLevel","Lower1,Main,Upper1",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2679,803,Excellent,,,38.9878112,-77.1325402
MDMC2051760,RES,Closed,,114,114,05/19/2022,09/04/2022 12:00:00 AM,09/23/2022,09/23/2022,"$5,850,000","$5,850,000","$5,690,000",7011,,Armat,,Bethesda,MD,20817,MONTGOMERYMD,,,,LONGWOOD,Hans L Wydler,70846,Compass,COMPS2,(301) 298-1001,John B Adler Jr.,133035,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,Cash,StandardSale,StandardSale,StandardSale,12937,2022,0.88,R,FeeSimple,No,No,No,,,,2022,9217,Excellent,6,7,2,Three,Manor,"Lower1,Main,Upper1",,Yes,3,Yes,"Hookup,LowFlrLndry,UpprFlrLndry",,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,6808,2409,Excellent,,,39.0085281,-77.1446847
MDMC2042180,RES,Closed,,6,6,04/07/2022,04/12/2022 12:00:00 AM,05/13/2022,05/13/2022,"$1,199,000","$1,199,000","$1,450,000",8203,,Kenfield,,Bethesda,MD,20817,MONTGOMERYMD,,,,BRADLEY PARK,Amanda M Lasko,22672,Redfin Corp,REFC2,(301) 658-6186,Amir Shahpar,3252163,"Spring Hill Real Estate, LLC.",SHIL1,(703) 891-4520,"$2,000",Conventional,StandardSale,StandardSale,StandardSale,10489,2022,0.28,R,FeeSimple,No,No,No,,,,1963,3323,Good,5,4,,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",,Yes,2,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2,2,,BRIGHT,3323,0,Good,,,38.9914855,-77.1359185
VAFX2054640,RES,Closed,,8,8,03/17/2022,03/24/2022 12:00:00 AM,05/05/2022,05/03/2022,"$950,000","$950,000","$950,000",7760,,Legere,25,Mclean,VA,22102,FAIRFAXVA,,,,MCLEAN PLACE,Stephen M Karbelk,3056429,CENTURY 21 New Millennium,CENT2040,(703) 858-2770,H.Lee L Cronin,100459,Keller Williams Realty,KWR21,(703) 636-7300,"$1,000",Cash,,,,11183,2021,,032,Condominium,No,Yes,No,,,,2002,2971,,4,4,1,Four,Colonial,"Main,Upper1,Upper2,Upper3",,No,2,Yes,,,,Yes,No,No,BAINBRIDGE,,,,2.5,,,BRIGHT,2971,0,,,,38.9157933,-77.2113189
MDMC2059368,RES,Closed,,44,44,07/14/2022,09/03/2022 12:00:00 AM,09/30/2022,09/30/2022,"$2,100,000","$1,849,900","$1,800,000",10721,,Balantre,,Potomac,MD,20854,MONTGOMERYMD,,,,POTOMAC VIEW ESTATES,Alejandro Luis A Martinez,114644,The Agency DC,RXES1,(202) 888-1127,patrick ryan reynolds,3299094,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,13034,2021,2,R,FeeSimple,No,No,Yes,Annually,200,Annually,1978,5617,,5,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,4567,1050,,,,39.040977,-77.224769
VAFX2069008,RES,Closed,,68,68,05/20/2022,07/26/2022 12:00:00 AM,08/26/2022,08/26/2022,"$2,085,000","$1,850,000","$1,800,000",1662,,Trap,,Vienna,VA,22182,FAIRFAXVA,,,,RIDGE AT WOLF TRAP,Lena P Perales,80229,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,Munirshah Dellawar,69329,Samson Properties,SAMP4,(703) 378-8810,"$10,000",Conventional,StandardSale,StandardSale,StandardSale,16681,2022,1.01,011,FeeSimple,No,No,No,,,,2017,5328,,5,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,3,Yes,,,,Yes,No,No,Barrett,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3778,1550,,,,38.9012225,-77.2652604
MDMC2041264,RES,Closed,,7,7,03/24/2022,03/30/2022 12:00:00 AM,04/29/2022,04/29/2022,"$725,000","$725,000","$820,000",8080,,Inverness Ridge,,Potomac,MD,20854,MONTGOMERYMD,,,,INVERNESS FOREST,Lynn Dubin,129870,"Long & Foster Real Estate, Inc.",LNG14,(301) 469-4700,Rebecca Louise Carpenter,3296532,"Long & Foster Real Estate, Inc.",LNG1,(301) 907-7600,,Conventional,StandardSale,StandardSale,StandardSale,7187,2021,0.1,R,FeeSimple,No,No,Yes,SemiAnnually,446,SemiAnnually,1971,2673,VeryGood,5,3,1,Three,"MidCenturyModern,Transitional","Lower1,Main,Upper1",,Yes,,Yes,"DryerInUnit,LowFlrLndry,WasherInUnit",,,Yes,No,No,Camelia,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1973,700,VeryGood,,,39.0299722,-77.1640381
VAFX2057454,RES,Closed,,6,6,04/11/2022,04/16/2022 12:00:00 AM,05/18/2022,05/13/2022,"$1,150,000","$1,150,000","$1,175,000",8809,,Olympia Fields,,Vienna,VA,22182,FAIRFAXVA,,,,TYSONS WEST,Nikki Lagouros,3108225,Berkshire Hathaway HomeServices PenFed Realty,PFED48,(703) 716-2900,Michael W Valliere,96592,Atoka Properties,ATOK3,(703) 436-0077,,Conventional,StandardSale,StandardSale,StandardSale,10933,2021,0.38,011,FeeSimple,No,No,No,,,,1977,3899,Good,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"DryerInUnit,HasLaundry,UpprFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3066,833,Good,,,38.923177,-77.252003
MDMC2045644,RES,Closed,,8,8,04/08/2022,04/15/2022 12:00:00 AM,05/14/2022,05/13/2022,"$1,098,000","$1,098,000","$1,100,000",10800,,Gainsborough,,Potomac,MD,20854,MONTGOMERYMD,,,,FOX HILLS,Nawal Tahri-Joutey,3024060,RE/MAX Realty Group,RMX1,(301) 258-7757,Dongqing Zhang,3221532,CapStar Properties,CPST1,(301) 738-7777,,Conventional,StandardSale,StandardSale,StandardSale,8380,2021,0.24,R,FeeSimple,No,No,No,,,,1968,2626,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2626,0,,,,39.0190295,-77.166019
VAFX2067320,RES,Closed,,9,9,05/05/2022,05/12/2022 12:00:00 AM,06/23/2022,06/10/2022,"$1,665,000","$1,665,000","$1,665,000",6622,,Old Chesterbrook,,Mclean,VA,22101,FAIRFAXVA,,,,NONE AVAILABLE,Rima G Tannous,65955,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,Hamid Samiy,7729,"Long & Foster Real Estate, Inc.",LNG336,(301) 229-4000,,Conventional,StandardSale,StandardSale,StandardSale,15283,2021,0.61,011,FeeSimple,No,No,No,,,,1990,5054,Excellent,5,4,1,Three,Colonial,"Lower1,Main",,Yes,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3483,1571,Excellent,,,38.9252246,-77.1685124
VAFX2024884,RES,Closed,,81,81,05/26/2022,08/14/2022 12:00:00 AM,09/28/2022,09/28/2022,"$1,645,000","$1,599,000","$1,580,000",7400,,Storm,,Falls Church,VA,22043,FAIRFAXVA,,,,PIMMIT VIEW,Chris Earman,3088601,"Weichert, REALTORS",WEI70,(703) 760-8880,Robert J Test,118029,Compass,COMPS7,(703) 229-8935,,Cash,StandardSale,StandardSale,StandardSale,9434,2022,0.23,971,FeeSimple,No,No,No,,,,2022,4400,Excellent,5,5,,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,"Hookup,UpprFlrLndry",,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.25,,,BRIGHT,3480,920,Excellent,,,38.9116956,-77.1988336
MDMC2051576,RES,Closed,,8,8,05/17/2022,05/24/2022 12:00:00 AM,07/05/2022,06/30/2022,"$899,000","$899,000","$940,000",10817,,Hob Nail,,Potomac,MD,20854,MONTGOMERYMD,,,,FOX HILLS,Saji Sebastian,3025738,RE/MAX Town Center,RXTC1,(301) 540-2232,Nadine Sanepour,5067,Taylor Properties,TAYL1,(301) 970-2447,,Conventional,StandardSale,StandardSale,StandardSale,7641,2021,0.25,R,FeeSimple,No,No,No,,,,1968,2394,VeryGood,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1986,408,VeryGood,,,39.0332309,-77.1747041
MDMC2037876,RES,Closed,,6,6,03/03/2022,03/08/2022 12:00:00 AM,04/07/2022,04/07/2022,"$1,179,900","$1,179,900","$1,404,500",10818,,Hob Nail,,Potomac,MD,20854,MONTGOMERYMD,,,,FOX HILLS OF POTOMAC,Marsha M Schuman,5149,"Washington Fine Properties, LLC",WFP2,(301) 983-6400,Judith Shields,3060251,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,,Conventional,StandardSale,StandardSale,StandardSale,10351,2021,0.25,R,FeeSimple,No,No,No,,,,1969,5050,,4,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3450,1600,,,,39.0332309,-77.1747041
VAFX2075334,RES,Closed,,13,13,06/14/2022,06/26/2022 12:00:00 AM,09/16/2022,09/16/2022,"$1,799,000","$1,799,000","$1,819,000",320,,Runner,,Great Falls,VA,22066,FAIRFAXVA,,,,GREAT FALLS,Annie L Cefaratti,72172,Keller Williams Realty,KWR21,(703) 636-7300,Jennifer Liwanag,3087837,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,Conventional,StandardSale,StandardSale,StandardSale,16455,2021,1,011,FeeSimple,No,No,No,,,,2014,5250,Excellent,4,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,3,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3522,1728,Excellent,,,39.015986,-77.2777009
VAFX2072658,RES,Closed,,4,4,06/01/2022,06/04/2022 12:00:00 AM,07/11/2022,07/08/2022,"$2,295,000","$2,295,000","$2,350,000",1226,,Perry William,,Mclean,VA,22101,FAIRFAXVA,,,,EVERMAY,Piper Gioia Yerks,68795,"Washington Fine Properties, LLC",WFP4,(703) 317-7000,William Fastow,3023860,TTR Sotheby's International Realty,TTRS2,(202) 333-1212,,Cash,StandardSale,StandardSale,StandardSale,13217.84,2014,0.36,011,FeeSimple,No,No,No,,,,1974,5287,,5,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,3866,1421,,,,38.940793,-77.151151
VAFX2084848,RES,Closed,,4,4,07/28/2022,07/30/2022 12:00:00 AM,08/15/2022,08/15/2022,"$2,199,000","$2,199,000","$2,215,000",1639,,Macon,,Mclean,VA,22101,FAIRFAXVA,,,,WEST GRASS RIDGE,Janet A Callander,80681,"Weichert, REALTORS",WEI70,(703) 760-8880,Wayne N Evans,96370,"Real Broker, LLC",REKL1,(855) 450-0442,,Conventional,StandardSale,StandardSale,StandardSale,21328,2022,0.27,011,FeeSimple,No,No,No,,,,2019,6025,Excellent,7,5,,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,4233,1792,Excellent,,,38.922591,-77.177427
VAFX2080994,RES,Closed,,47,47,07/10/2022,08/25/2022 12:00:00 AM,09/30/2022,09/30/2022,"$1,450,000","$1,350,000","$1,310,000",1223,,Potomac School,,Mclean,VA,22101,FAIRFAXVA,,,,EVERMAY,Jin C O'Neill,64767,"Avery-Hess, REALTORS",AHR4,(703) 821-5005,Paul Thistle,3014293,Take 2 Real Estate LLC,TAKE2,(703) 626-5607,,Cash,StandardSale,StandardSale,StandardSale,15256,2022,0.41,,FeeSimple,No,No,Yes,Annually,150,Annually,1973,3853,VeryGood,5,3,0,Three,SplitLevel,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2689,1164,VeryGood,,,38.9360705,-77.15485799999999
MDMC2043470,RES,Closed,,2,2,04/01/2022,04/02/2022 12:00:00 AM,05/06/2022,05/06/2022,"$895,000","$895,000","$971,100",8902,,Barrowgate,,Potomac,MD,20854,MONTGOMERYMD,,,,FOX HILLS OF POTOMAC,Marsha M Schuman,5149,"Washington Fine Properties, LLC",WFP2,(301) 983-6400,Cara Pearlman,109048,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,7343,2021,0.05,R,FeeSimple,No,No,Yes,Monthly,150,Monthly,1989,2820,,3,3,1,Four,Traditional,"Lower1,Main,Upper1,Upper2",2,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,Kings Loft,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2120,700,,,,39.0368186,-77.1837374
MDMC2045026,RES,Closed,,4,4,04/19/2022,04/22/2022 12:00:00 AM,05/05/2022,05/05/2022,"$1,000,000","$1,000,000","$1,215,000",9438,,Lost Trail,,Potomac,MD,20854,MONTGOMERYMD,,,,BEDFORDSHIRE,Thomas K Paolini,3022234,Redfin Corp,REFC2,(301) 658-6186,Anne C Killeen,3414,"Washington Fine Properties, LLC",WFP2,(301) 983-6400,,Cash,StandardSale,StandardSale,StandardSale,9304,2022,0.11,R,FeeSimple,No,No,Yes,Quarterly,306,Quarterly,1987,3810,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2550,1260,,,,39.040157,-77.195091
VAFX2087896,RES,Closed,,8,8,08/17/2022,08/23/2022 12:00:00 AM,09/26/2022,09/26/2022,"$875,000","$875,000","$850,000",1811,,Olney,,Falls Church,VA,22043,FAIRFAXVA,,,,OLNEY PARK,Sarah A. Reynolds,141480,"Keller Williams Chantilly Ventures, LLC",KWR4,(703) 815-5700,Anjelika V Dmitrieva,3008778,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,,Conventional,StandardSale,StandardSale,StandardSale,8754,2022,0.34,011,FeeSimple,No,No,No,,,,1962,3468,,6,3,1,Two,CapeCod,"Lower1,Main",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2,,,BRIGHT,1734,1734,,,,38.919235,-77.195119
VAFX2064976,RES,Closed,,7,7,04/27/2022,05/03/2022 12:00:00 AM,05/31/2022,05/31/2022,"$935,000","$939,000","$1,045,000",1785,,Brentridge,,Vienna,VA,22182,FAIRFAXVA,,,,AMBERWOOD,Linda Lizzio,3026994,"Long & Foster Real Estate, Inc.",LNG1,(301) 907-7600,Lori R Jung,101083,Galaxy Realty LLC,GLXY1,(703) 622-0312,,Conventional,StandardSale,StandardSale,StandardSale,10364,2021,0.07,031,FeeSimple,No,No,Yes,Quarterly,385.9,Quarterly,1995,2315,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,Amhearst,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1998,317,Excellent,,100,38.9189572,-77.2403853
MDMC2052252,RES,Closed,,6,6,06/02/2022,06/05/2022 12:00:00 AM,07/11/2022,07/11/2022,"$1,385,000","$1,385,000","$1,405,000",9400,,Fox Hollow,,Potomac,MD,20854,MONTGOMERYMD,,,,BEDFORDSHIRE,Harriet R Kline,3034012,"Long & Foster Real Estate, Inc.",LNG14,(301) 469-4700,Gray McBay,3009880,Samson Properties,SAMP14,(703) 378-8810,,Conventional,StandardSale,StandardSale,StandardSale,10900,2021,0.25,R,FeeSimple,No,No,Yes,Quarterly,175,Quarterly,1987,5487,Excellent,6,4,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,The MANOR HILL,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3731,1756,Excellent,,,39.0398643,-77.196333
MDMC2053606,RES,Closed,,13,13,06/01/2022,06/13/2022 12:00:00 AM,07/15/2022,07/15/2022,"$1,119,000","$1,069,000","$1,089,000",11301,,Bedfordshire,,Potomac,MD,20854,MONTGOMERYMD,,,,BEDFORDSHIRE,Shuang Zhao,3090130,Signature Home Realty LLC,PHHR1,(301) 244-0117,Jumei Zhang,111046,Signature Home Realty LLC,PHHR1,(301) 244-0117,,Conventional,StandardSale,StandardSale,StandardSale,9447,2021,0.25,R,FeeSimple,No,No,Yes,Monthly,34,Monthly,1973,3064,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2114,950,Excellent,,,39.043098,-77.204895
MDMC2066014,RES,Closed,,1,1,08/19/2022,08/19/2022 12:00:00 AM,08/22/2022,08/22/2022,"$1,000,000","$1,000,000","$1,000,000",11312,,Colebrook,,Potomac,MD,20854,MONTGOMERYMD,,,,BEDFORDSHIRE,Leslie C Friedson,10316,Compass,COMPS9,(301) 304-8444,Marc M Cormier,144128,Berkshire Hathaway HomeServices PenFed Realty,PFED36,(703) 281-8500,,Conventional,StandardSale,StandardSale,StandardSale,8280,2021,0.27,R,FeeSimple,No,No,No,,,,1973,2370,,4,2,1,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",,Yes,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2370,0,,,,39.041572,-77.210914
MDMC2051788,RES,Closed,,8,8,05/16/2022,05/23/2022 12:00:00 AM,06/03/2022,06/03/2022,"$750,000","$750,000","$750,000",6710,,Wilson,,Bethesda,MD,20817,MONTGOMERYMD,,,,FOGGYS PASTURE,Margaret M McEvoy,7552,"Real Estate Teams, LLC",RTM1,(301) 695-3020,Hala N Adra,1041,Compass,COMPS5,(703) 310-6111,,Cash,StandardSale,StandardSale,StandardSale,9036,2021,0.23,R,FeeSimple,No,No,No,,,,1918,1100,,2,1,,Two,Bungalow,"Lower1,Main",,Yes,,,"BsmtLaundry,MainFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1100,0,,,,38.984652,-77.0947092
VAFX2085242,RES,Closed,,4,4,07/29/2022,08/01/2022 12:00:00 AM,09/01/2022,09/01/2022,"$257,000","$257,000","$257,000",1808,,Old Meadow,716,Mclean,VA,22102,FAIRFAXVA,,,,ENCORE OF MCLEAN,Roy Kohn,3501,Redfin Corporation,REFC1,(703) 665-6665,Kyong I Larson,124986,Fairfax Realty Select,FXR1,(703) 533-8660,"$1,000",FHA,StandardSale,StandardSale,StandardSale,2905,2022,,047,Condominium,No,Yes,No,,,,1986,615,,1,1,,One,Contemporary,Main,7,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,615,0,,,,38.9197526,-77.2123854
VAFX2062382,RES,Closed,,119,119,04/14/2022,08/10/2022 12:00:00 AM,09/02/2022,09/02/2022,"$320,000","$315,000","$309,278",1808,,Old Meadow,1417,Mclean,VA,22102,FAIRFAXVA,,,,ENCORE OF MCLEAN,Dena H Conrad,3087925,TTR Sothebys International Realty,TTRS3,(703) 319-3344,Nancy Birge Jacobs,3230557,Samson Properties,SAMP1,(703) 378-8810,"$9,278",Conventional,StandardSale,StandardSale,StandardSale,3516,2021,,047,Condominium,No,Yes,No,,,,1986,988,VeryGood,1,1,1,One,"Contemporary,Transitional",Main,14,Yes,2,No,"DryerInUnit,HasLaundry,WasherInUnit",,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,988,0,VeryGood,,,38.9197526,-77.2123854
