MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
VAFX2083166,RES,Closed,,11,46,07/13/2022,07/23/2022 12:00:00 AM,09/27/2022,09/22/2022,"$389,900","$389,900","$385,000",6476,,Cheyenne,103,Alexandria,VA,22312,FAIRFAXVA,,,,WINDY HILL,Geraldine M Sellman,13708,RE/MAX 100,RMAX1002,(703) 642-3380,John Rumcik,141165,RE/MAX Gateway,RMAX152,(703) 871-9300,$500,Conventional,StandardSale,StandardSale,StandardSale,4198,2021,,041,Condominium,No,Yes,Yes,Monthly,90,Monthly,1999,1307,,2,2,,One,Colonial,Main,1,No,,,"DryerInUnit,WasherInUnit",,,Yes,No,No,SEDONA,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1307,0,,,,38.8064148,-77.1633594
VAAX2015464,RES,Closed,,23,23,07/21/2022,08/12/2022 12:00:00 AM,08/31/2022,08/29/2022,"$339,500","$339,500","$337,000",3458,,Martha  Custis,,Alexandria,VA,22302,ALEXANDRIACITYVA,,,,PARKFAIRFAX,Maggie Gonzalez,3048187,Compass,COMPS7,(703) 229-8935,Dianna L Bentley,3281043,"Long & Foster Real Estate, Inc.",LNG183,(703) 683-0400,,Conventional,StandardSale,StandardSale,StandardSale,2933,2022,,,Condominium,No,Yes,No,,,,1941,750,,1,1,0,One,Colonial,Main,1,No,,No,"DryerInUnit,WasherInUnit",,,No,No,No,ADAMS,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,750,,,,,38.8376056,-77.0834841
VAAX2015298,RES,Closed,,17,17,07/15/2022,07/30/2022 12:00:00 AM,08/22/2022,08/19/2022,"$250,000","$250,000","$250,000",3305,,Wyndham,153,Alexandria,VA,22302,ALEXANDRIACITYVA,,,,POINTE AT PARK CENTER,Steven J Michaels,76327,KW Metro Center,KWR9,(703) 564-4000,Jessie M Thiel,3295421,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,Conventional,StandardSale,StandardSale,StandardSale,2355,2022,,14,Condominium,No,Yes,No,,,,1990,530,Excellent,1,1,,Three,Colonial,Main,1,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,530,0,Excellent,,,38.8048355,-77.0469214
VAFX2082882,RES,Closed,,8,8,07/13/2022,07/20/2022 12:00:00 AM,09/01/2022,08/31/2022,"$294,900","$294,900","$294,000",3322,,Woodburn Village,13,Annandale,VA,22003,FAIRFAXVA,,,,WOODBURN VILLAGE,Tanya A Cunningham,8274,CENTURY 21 New Millennium,CENT2032,(202) 546-0055,Natacha Dergham,3298857,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,Conventional,StandardSale,StandardSale,StandardSale,3137,2022,,,Condominium,No,Yes,No,,,,1969,1282,Excellent,3,2,0,One,Traditional,Main,1,No,,No,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.25,,,BRIGHT,1282,,Excellent,,,38.8551537,-77.2330685
VAAX2015470,RES,Closed,,1,1,07/12/2022,07/12/2022 12:00:00 AM,08/05/2022,08/05/2022,"$550,000","$550,000","$550,000",502,N,Latham,,Alexandria,VA,22304,ALEXANDRIACITYVA,,,,SEMINARY VALLEY,Stephanie Pitotti Williams,3295099,KW Metro Center,KWR19,(703) 535-3610,Jacob Smith Hamilton,3238450,KW Metro Center,KWR19,(703) 535-3610,,Cash,StandardSale,StandardSale,StandardSale,6057,2022,0.18,22,FeeSimple,No,No,No,,,,1956,2350,,3,2,,Two,"RaisedRanch,Rancher","Lower1,Main",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1175,1175,,,,38.8179282,-77.1132117
VAAR2019704,RES,Closed,,29,29,07/12/2022,08/08/2022 12:00:00 AM,09/15/2022,09/15/2022,"$599,900","$599,900","$582,000",1109,N,Taylor,A,Arlington,VA,22201,ARLINGTONVA,,,,OLD BALLSTON TOWN,Jill Judge,3242231,Samson Properties,SAMP24,(703) 378-8810,John A Coplen,3029994,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,,Conventional,StandardSale,StandardSale,StandardSale,5447,2022,,014,Condominium,No,Yes,No,,,,1985,1076,,3,2,,One,Traditional,Main,1,No,,,"DryerInUnit,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1076,0,,,,38.884255,-77.112701
VAAR2019950,RES,Closed,,44,44,07/15/2022,08/27/2022 12:00:00 AM,09/28/2022,09/28/2022,"$424,900","$414,900","$412,500",3835,,9Th,607W,Arlington,VA,22203,ARLINGTONVA,,,,LEXINGTON SQUARE,Kai Zhang,83705,Harbor Realty & Investments LLC,HRIV1,(202) 431-5176,Adam A Habibi,130476,Constitution Realty Company LLC,CRNC1,(443) 296-2570,"$2,000",VA,StandardSale,StandardSale,StandardSale,4185,2022,,009,Condominium,No,Yes,No,,,,2000,632,,1,1,0,One,Other,Main,6,No,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,632,0,,,,38.8754528,-77.1372476
VAFX2083018,RES,Closed,,22,22,07/12/2022,08/02/2022 12:00:00 AM,08/25/2022,08/25/2022,"$535,000","$510,000","$515,000",6404,,Holyoke,,Annandale,VA,22003,FAIRFAXVA,,,,MT PLEASANT,Melvyn A. Williams,3339015,Spaces,TISR1,(703) 459-4247,QUOCHAI X VUONG,3020657,Fairfax Realty Select,FXR1,(703) 533-8660,,Conventional,StandardSale,StandardSale,StandardSale,5514,2022,0.19,011,FeeSimple,No,No,No,,,,1980,1080,Good,3,2,,Two,Rancher,"Lower1,Main",,Yes,,No,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,1080,0,Good,,,38.832563,-77.157069
VAFX2082622,RES,Closed,,16,16,07/14/2022,07/28/2022 12:00:00 AM,09/06/2022,08/25/2022,"$219,900","$219,900","$228,000",6001,,Arlington,215,Falls Church,VA,22044,FAIRFAXVA,,,,WOODLAKE TOWERS,SARA TABASI,3324548,KW United,KWR13,(703) 562-1800,Rachel R Knapp,3315819,KW United,KWR13,(703) 562-1800,,Conventional,StandardSale,StandardSale,StandardSale,2424,2021,,047,Condominium,No,Yes,No,,,,1970,962,,2,1,,One,Traditional,Main,2,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,962,0,,,,38.88233400000001,-77.1710914
VAFX2082786,RES,Closed,,9,9,07/15/2022,07/22/2022 12:00:00 AM,08/24/2022,08/23/2022,"$300,000","$300,000","$316,000",7900,,Inverton,102,Annandale,VA,22003,FAIRFAXVA,,,,HERITAGE COURT,Samuel R Hardman,124834,Samson Properties,SAMP1,(703) 378-8810,Nam Do,3297393,"Douglas Realty, LLC",DOGR1,(410) 255-3690,,Conventional,StandardSale,StandardSale,StandardSale,3137,2022,,041,Condominium,No,Yes,No,,,,1972,1218,,2,2,,One,Colonial,Main,1,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1218,0,,,,38.8277177,-77.217397
VAAR2019056,RES,Closed,,10,10,07/22/2022,07/31/2022 12:00:00 AM,09/02/2022,09/01/2022,"$940,000","$940,000","$920,000",6534,,28Th,,Arlington,VA,22213,ARLINGTONVA,,,,BERKSHIRE OAKWOOD,Catherine Frances Beckett,3249639,Coldwell Banker Realty,CBRB58,(703) 938-5600,Haimei Jiang,3057665,Samson Properties,SAMP24,(703) 378-8810,,Conventional,StandardSale,StandardSale,StandardSale,9846,2022,0.14,026,FeeSimple,No,No,No,,,,1951,2420,VeryGood,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,2420,0,VeryGood,,,38.898374,-77.1502725
VAFX2081522,RES,Closed,,6,6,07/14/2022,07/18/2022 12:00:00 AM,08/17/2022,08/17/2022,"$335,000","$335,000","$330,000",2655,,Prosperity,325,Fairfax,VA,22031,FAIRFAXVA,,,,HALSTEAD AT THE METRO,Keith A Lombardi,3114403,Redfin Corporation,REFC1,(703) 665-6665,Ryan Rice,3019623,Keller Williams Capital Properties,KWCP3,(703) 964-1290,"$7,000",Conventional,StandardSale,StandardSale,StandardSale,3936,2021,,041,Condominium,No,Yes,No,,,,2005,756,,1,1,,One,CondoUnit,Main,3,No,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,756,0,,,,38.84622359999999,-77.30637329999999
VAFX2082864,RES,Closed,,3,3,07/15/2022,07/17/2022 12:00:00 AM,08/16/2022,08/16/2022,"$579,900","$579,900","$590,000",6015,,Heatherwood,,Alexandria,VA,22310,FAIRFAXVA,,,,RUNNYMEADE,Sandy M Chandler,80539,CENTURY 21 New Millennium,CENT2003,(703) 818-0111,Bic N DeCaro,64480,"EXP Realty, LLC",EXPY4,(866) 825-7169,,Cash,StandardSale,StandardSale,StandardSale,5880,2022,0.03,031,FeeSimple,No,No,Yes,Monthly,74,Monthly,1984,2220,,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,"BsmtLaundry,LowFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1850,370,,,,38.7891275,-77.1436618
VAAX2015442,RES,Closed,,9,9,07/14/2022,07/22/2022 12:00:00 AM,09/06/2022,09/06/2022,"$199,000","$199,000","$200,000",3330,S,28Th,204,Alexandria,VA,22302,ALEXANDRIACITYVA,,,,BOLLING BROOK,Gayle King,3015289,Century 21 Redwood Realty,RDWG5,(571) 252-8526,Vicky Durandisse,3060972,Golston Real Estate Inc.,GORE1,(703) 880-3143,,Conventional,StandardSale,StandardSale,StandardSale,2060,2022,,14,Condominium,No,Yes,No,,,,1961,675,Excellent,1,1,,One,ArtDeco,Main,1,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,675,0,Excellent,,,38.839951,-77.1080197
VAAR2019878,RES,Closed,,0,0,07/11/2022,05/03/2022 12:00:00 AM,07/11/2022,06/17/2022,"$1,000,000","$1,000,000","$1,000,000",202,N,Oakland,,Arlington,VA,22203,ARLINGTONVA,,,,ASHTON HEIGHTS,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Gal Mesika,3059144,Keller Williams Capital Properties,KWCP2,(240) 383-1350,,Conventional,StandardSale,StandardSale,StandardSale,10318,2022,0.15,026,FeeSimple,No,No,No,,,,1940,1488,,3,2,1,Three,Other,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1488,0,,,,38.8736466,-77.1024228
VAFX2082246,RES,Closed,,4,4,07/16/2022,07/19/2022 12:00:00 AM,08/13/2022,08/11/2022,"$524,900","$524,900","$530,000",6634,,Cypress Point,,Alexandria,VA,22312,FAIRFAXVA,,,,PINECREST,Donna W Moseley,60950,TTR Sothebys International Realty,TTRS3,(703) 319-3344,Coral M Gundlach,104653,Compass,COMPS6,(703) 266-7277,,Cash,StandardSale,StandardSale,StandardSale,5443,2021,0.03,031,FeeSimple,No,No,Yes,Monthly,90,Monthly,1985,1486,,2,2,1,Three,Colonial,"Main,Upper1,Upper2",,No,,Yes,"DryerInUnit,HasLaundry,UpprFlrLndry,WasherInUnit",,,Yes,No,No,Lee,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,1486,0,,,,38.8260796,-77.1685991
VAFX2082200,RES,Closed,,15,15,07/13/2022,07/26/2022 12:00:00 AM,08/09/2022,08/08/2022,"$663,600","$650,000","$645,000",3170,,Readsborough,,Fairfax,VA,22031,FAIRFAXVA,,,,CHESTERFIELD MEWS,Ginny Howden,3028946,TTR Sothebys International Realty,TTRS3,(703) 319-3344,LIEU THI NGUYEN,3268117,"Westgate Realty Group, Inc.",WEST1,(703) 208-9999,,Cash,StandardSale,StandardSale,StandardSale,6879,2022,0.04,031,FeeSimple,No,No,Yes,Monthly,114,Monthly,1979,1980,,3,2,2,Three,Contemporary,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,Brighton,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,1580,400,,,,38.8635902,-77.2570299
VAAR2019860,RES,Closed,,41,41,07/14/2022,08/22/2022 12:00:00 AM,09/19/2022,09/19/2022,"$235,000","$219,000","$219,000",3601,,5Th,401,Arlington,VA,22204,ARLINGTONVA,,,,STRATTON HOUSE,TIMOTHY J WILLIAMS,3052976,Redfin Corporation,REFC1,(703) 665-6665,John W Gordon,3295504,Keller Williams Fairfax Gateway,KWR12,(703) 222-3300,"$1,300",Conventional,StandardSale,StandardSale,StandardSale,1905,2022,,017,Condominium,No,Yes,No,,,,1958,683,,1,1,,One,Traditional,Main,4,No,,No,Common,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2,,,BRIGHT,683,0,,,,38.8743978,-77.1182049
VAFA2000950,RES,Closed,,4,4,07/15/2022,07/18/2022 12:00:00 AM,09/13/2022,09/13/2022,"$949,500","$949,500","$1,090,000",910,,Park,,Falls Church,VA,22046,FALLSCHURCHCITYVA,,,,SHERWOOD,Chris Earman,3088601,"Weichert, REALTORS",WEI70,(703) 760-8880,Christopher Madison,3301617,Samson Properties,SAMP1,(703) 378-8810,,Conventional,StandardSale,StandardSale,StandardSale,12449,2022,0.23,004,FeeSimple,No,No,No,,,,1940,2055,,3,2,,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2055,0,,,,38.88233400000001,-77.1710914
VAAR2019850,RES,Closed,,6,6,07/14/2022,07/19/2022 12:00:00 AM,08/27/2022,08/26/2022,"$1,050,000","$1,050,000","$1,075,000",2716,N,George Mason,,Arlington,VA,22207,ARLINGTONVA,,,,MILBURN TERRACE,Stanley B Brock,16821,"Howard Brock Realty Company, Inc.",BRCK1,(703) 538-6030,Ana Dubin,3092914,RE/MAX Realty Services,RBE3,(240) 403-0400,,Conventional,StandardSale,StandardSale,StandardSale,10205,2022,0.12,026,FeeSimple,No,No,No,,,,1944,2655,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1916,739,Excellent,,,38.9021048,-77.13649459999999
VAAX2015376,RES,Closed,,2,2,07/26/2022,07/27/2022 12:00:00 AM,08/20/2022,08/19/2022,"$489,000","$489,000","$501,000",3812,,Ingalls,,Alexandria,VA,22302,ALEXANDRIACITYVA,,,,FAIRLINGTON TOWNE,Marcella J Covarrubias,102052,Compass,COMPS7,(703) 229-8935,CAITLIN WARREN,3302518,Compass,COMPS7,(703) 229-8935,,VA,StandardSale,StandardSale,StandardSale,4906,2022,,,Condominium,No,Yes,No,,,,1954,1005,Excellent,2,1,1,Two,Colonial,"Main,Upper1",,No,,,"DryerInUnit,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1005,,Excellent,,,38.8302953,-77.093575
VAFX2072506,RES,Closed,,6,6,07/13/2022,07/18/2022 12:00:00 AM,08/08/2022,08/05/2022,"$310,000","$310,000","$319,000",2665,,Prosperity,233,Fairfax,VA,22031,FAIRFAXVA,,,,HALSTEAD AT THE METRO II,Marvin J Felix,3007931,Keller Williams Realty,KWR14,(703) 357-9200,Adohphus James Johnson,3292305,"EXP Realty, LLC",EXPY1,(866) 825-7169,,Conventional,StandardSale,StandardSale,StandardSale,2237.92,2007,,,Condominium,No,Yes,Yes,Unknown,0,Unknown,2006,704,,1,1,0,One,Contemporary,"Lower1,Lower2,Main,Upper1,Upper2",2,No,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,704,,,,,38.84622359999999,-77.30637329999999
VAFX2082452,RES,Closed,,7,7,07/14/2022,07/20/2022 12:00:00 AM,08/23/2022,08/23/2022,"$380,000","$380,000","$380,000",5501,,Seminary,2009S,Falls Church,VA,22041,FAIRFAXVA,,,,SKYLINE SQUARE CONDO,Elena G Gorbounova,122256,RE/MAX Allegiance,RMAX127,(703) 824-4800,Elena G Gorbounova,122256,RE/MAX Allegiance,RMAX127,(703) 824-4800,"$14,200",VA,StandardSale,StandardSale,StandardSale,4105,2022,,047,Condominium,No,Yes,No,,,,1982,1340,VeryGood,2,2,,One,Contemporary,Main,20,No,2,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1340,0,VeryGood,,,38.8313987,-77.1144431
VAAR2019720,RES,Closed,,42,42,07/14/2022,08/24/2022 12:00:00 AM,09/20/2022,09/20/2022,"$925,000","$875,000","$860,000",104,S,Columbus,,Arlington,VA,22204,ARLINGTONVA,,,,ARLINGTON FOREST,A. Casey O'Neal,16927,Compass,COMPS6,(703) 266-7277,Ning Zeng,3028296,Samson Properties,SAMP1,(703) 378-8810,"$3,500",Conventional,StandardSale,StandardSale,StandardSale,7806,2022,0.16,026,FeeSimple,No,No,No,,,,1940,2064,Good,4,2,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,"BsmtLaundry,DryerInUnit,WasherInUnit",,10,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1312,752,Good,100,100,38.8654215,-77.1186508
VAAX2015388,RES,Closed,,12,12,07/09/2022,07/20/2022 12:00:00 AM,08/04/2022,08/04/2022,"$229,999","$229,999","$226,000",436,N,Armistead,304,Alexandria,VA,22312,ALEXANDRIACITYVA,,,,MAYFLOWER SQUARE,Francoise L Campbell,14995,CENTURY 21 New Millennium,CENT2007,(703) 556-4222,Jennifer L Walker,63150,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,,Cash,StandardSale,StandardSale,StandardSale,2306,2022,,14,Condominium,No,Yes,No,,,,1965,925,,2,1,,Three,Colonial,Main,3,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,925,0,,,,38.8213783,-77.1337707
VAFX2082174,RES,Closed,,18,18,07/14/2022,07/30/2022 12:00:00 AM,08/23/2022,08/22/2022,"$715,000","$699,000","$702,500",4901,,Regina,,Annandale,VA,22003,FAIRFAXVA,,,,RAVENSWORTH GROVE,Steve McIlvaine,3060351,KW United,KWR30,(703) 533-1500,Keri K Shull,145356,Optime Realty,OPMR1,(571) 260-0038,,FHA,StandardSale,StandardSale,StandardSale,6129,2022,0.25,011,FeeSimple,No,No,No,,,,1962,2240,,4,3,0,Two,"Bilevel,Colonial","Lower1,Main",,No,,No,LowFlrLndry,,4,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2240,0,,,,38.8160394,-77.2149531
VAFX2080430,RES,Closed,,55,55,07/14/2022,09/06/2022 12:00:00 AM,09/28/2022,09/28/2022,"$900,000","$845,000","$835,000",9210,,Bayard,,Fairfax,VA,22032,FAIRFAXVA,,,,ASHWOOD,Vie Nguyen,3110139,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,James A. Shipp,13039,"Weichert, REALTORS",WEI69,(703) 938-6070,"$2,000",Conventional,StandardSale,StandardSale,StandardSale,8703,2022,0.35,011,FeeSimple,No,No,No,,,,1967,3058,,4,3,,Two,Bilevel,"Main,Upper1",,No,1,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1977,1081,,,,38.8201125,-77.2637099
VAFX2082320,RES,Closed,,13,13,07/15/2022,07/27/2022 12:00:00 AM,08/31/2022,08/31/2022,"$1,025,000","$1,025,000","$1,000,000",3327,,Mantua,,Fairfax,VA,22031,FAIRFAXVA,,,,MANTUA,Sarah Harrington,112528,"Long & Foster Real Estate, Inc.",LNG80,(703) 938-4200,Christopher R Hayes,80337,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,"$7,345",Conventional,StandardSale,StandardSale,StandardSale,10959,2022,0.58,011,FeeSimple,No,No,No,,,,1971,3859,,4,3,2,Three,Contemporary,"Lower1,Main,Upper1",,Yes,,Yes,UpprFlrLndry,,11,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2838,1021,,,,38.8537233,-77.2594273
VAAX2015384,RES,Closed,,5,5,07/09/2022,07/13/2022 12:00:00 AM,07/22/2022,07/22/2022,"$269,900","$269,900","$245,000",517,N,Armistead,201,Alexandria,VA,22312,ALEXANDRIACITYVA,,,,SAXONY SQUARE,Meryl A McGhee,78494,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,Michael Gorkowski,3322489,Compass,COMPS5,(703) 310-6111,,Cash,StandardSale,StandardSale,StandardSale,2391,2022,,14,Condominium,No,Yes,No,,,,1967,1168,,3,2,,One,Traditional,Main,2,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1168,0,,,,38.822548,-77.1333789
VAFX2082418,RES,Closed,,27,69,07/09/2022,07/09/2022 12:00:00 AM,08/04/2022,08/03/2022,"$674,900","$674,900","$650,000",7503,,Davian,,Annandale,VA,22003,FAIRFAXVA,,,,DAVIAN PLACE,James E Fox,13503,"Long & Foster Real Estate, Inc.",LNG93,(703) 425-8000,Roger Jaldin,66539,Fairfax Realty Select,FXR1,(703) 533-8660,"$9,750",Conventional,StandardSale,StandardSale,StandardSale,8019,2021,0.34,011,FeeSimple,No,No,No,,,,1962,2697,Average,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,"BsmtLaundry,Hookup",,,Yes,No,No,COLONIAL,StandardSale,StandardSale,StandardSale,2.25,,,BRIGHT,1862,835,Average,,100,38.823585,-77.204914
VAAR2019766,RES,Closed,,9,9,07/19/2022,07/27/2022 12:00:00 AM,08/18/2022,08/17/2022,"$859,000","$859,000","$850,000",2217,N,Somerset,,Arlington,VA,22205,ARLINGTONVA,,,,SYCAMORE HEIGHTS,Martha D Floyd,14001,"McEnearney Associates, Inc.",MCE3,(703) 790-9090,Carolyn H Connell,17022,Keller Williams Realty,KWR21,(703) 636-7300,,Cash,StandardSale,StandardSale,StandardSale,7982,2022,0.04,055,FeeSimple,No,No,Yes,Monthly,104,Monthly,1976,1628,Excellent,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,"BsmtLaundry,LowFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1628,0,Excellent,,,38.889217,-77.156672
VAAR2019752,RES,Closed,,59,59,07/08/2022,09/04/2022 12:00:00 AM,09/19/2022,09/19/2022,"$719,000","$719,000","$670,000",851,N,Glebe,1511,Arlington,VA,22203,ARLINGTONVA,,,,BALLSTON,Julia C Dice,3068070,"Condo 1, Inc.",CNDO1,(703) 228-9007,Adam Bauer Belasco,3316071,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,Cash,StandardSale,StandardSale,StandardSale,7212,2022,,009,Condominium,No,Yes,No,,,,2003,1296,,2,2,,One,Traditional,Main,15,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1296,0,,,,38.88124880000001,-77.1145593
VAAR2019768,RES,Closed,,23,34,07/08/2022,07/19/2022 12:00:00 AM,08/09/2022,08/09/2022,"$379,900","$379,900","$379,900",880,N,Pollard,726,Arlington,VA,22203,ARLINGTONVA,,,,BALLSTON 880,Stephanie Bredahl,3018514,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,Yasseen Elagazy,3339357,The ONE Street Company,ONERE1,(202) 775-4663,,Cash,StandardSale,StandardSale,StandardSale,3435,2021,,,Condominium,No,Yes,No,,,,2000,615,,1,1,,One,Contemporary,Main,7,No,1,,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,615,0,,,,38.8808777,-77.10694079999999
VAAR2019686,RES,Closed,,10,10,07/15/2022,07/24/2022 12:00:00 AM,09/09/2022,09/08/2022,"$1,095,000","$1,095,000","$1,095,000",6039,,21St,,Arlington,VA,22205,ARLINGTONVA,,,,OVER LEE KNOLLS,Sean Ragen,3006250,KW United,KWR30,(703) 533-1500,Alyssa J Cannon,145422,"McEnearney Associates, Inc.",MCE6,(703) 525-1900,$100,Conventional,StandardSale,StandardSale,StandardSale,8405,2022,0,026,FeeSimple,No,No,No,,,,1940,1882,Excellent,4,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1282,600,Excellent,,,38.8963099,-77.1125218
VAAR2019748,RES,Closed,,5,5,07/14/2022,07/18/2022 12:00:00 AM,08/05/2022,08/05/2022,"$439,000","$439,000","$439,000",3044,S,Buchanan,C2,Arlington,VA,22206,ARLINGTONVA,,,,FAIRLINGTON VILLAGES,Kari L Govan,3022323,Keller Williams Realty,KWR21,(703) 636-7300,Stephon J Heyer,3108654,"EXP Realty, LLC",EXXPR1,(833) 335-7433,"$1,500",FHA,StandardSale,StandardSale,StandardSale,4517,2022,,006,Condominium,No,Yes,No,,,,1944,1256,,2,1,,Three,Traditional,"Main,Upper1",3,No,,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1256,0,,,,38.8370173,-77.0983555
VAAX2015330,RES,Closed,,15,15,07/08/2022,07/22/2022 12:00:00 AM,08/20/2022,08/19/2022,"$875,000","$875,000","$850,000",2413,,Gorgas,,Alexandria,VA,22311,ALEXANDRIACITYVA,,,,STONEGATE,Alex Turcan,3111790,"Pearson Smith Realty, LLC",PSTH3,(571) 386-1075,Blake Davenport,3099547,RLAH @properties,RLAH3,(703) 390-9460,,Conventional,StandardSale,StandardSale,StandardSale,7737,2022,0.05,58,FeeSimple,No,No,Yes,Quarterly,380,Quarterly,1997,2410,,3,3,1,Three,Colonial,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2410,0,,,,38.8331337,-77.1097902
