MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
MDMC2059072,RES,Closed,,6,6,07/07/2022,07/12/2022 12:00:00 AM,08/26/2022,08/26/2022,"$800,000","$800,000","$845,100",14805,,Carona,,Silver Spring,MD,20905,MONTGOMERYMD,,,,NAPLES MANOR,Amy S King,3435,"King Real Estate, Inc",KING2,(240) 242-4346,Cynthia A. Grimes,66524,Coldwell Banker Realty,CBRB35,(410) 876-1666,,Conventional,StandardSale,StandardSale,StandardSale,6641,2021,0.39,R,FeeSimple,No,No,Yes,Annually,310,Annually,1989,3526,VeryGood,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"DryerInUnit,HasLaundry,MainFlrLndry,WasherInUnit",,,Yes,No,No,Chapel Hill,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3026,500,VeryGood,,,39.1003006,-77.0252477
MDMC2058680,RES,Closed,,13,13,06/29/2022,07/10/2022 12:00:00 AM,08/03/2022,08/01/2022,"$544,900","$544,900","$550,000",2524,,Blueridge,,Silver Spring,MD,20902,MONTGOMERYMD,,,,WHEATON HILLS,Saranya Harvey,3058229,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,JEANNETTE S SECKE,3099294,Samson Properties,SAMP12,(240) 724-6550,,FHA,StandardSale,StandardSale,StandardSale,4789,2021,0.02,R,FeeSimple,No,No,Yes,Quarterly,323,Quarterly,2004,2020,VeryGood,3,2,2,Three,Colonial,"Main,Upper1,Upper2",,Yes,2,Yes,HasLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2020,0,VeryGood,,,39.0430393,-77.0509119
MDMC2058950,RES,Closed,,2,2,06/29/2022,06/30/2022 12:00:00 AM,07/22/2022,07/22/2022,"$480,000","$480,000","$500,000",221,,Elizabeth,,Rockville,MD,20850,MONTGOMERYMD,,,,LINCOLN PARK,Stephen Withrow,113024,Compass,COMPS9,(301) 304-8444,Tazreen Virk,3114235,Realty One Group Capital Properties,ROGC1,(703) 214-5100,,Conventional,StandardSale,StandardSale,StandardSale,5053,2021,0.22,R,FeeSimple,No,No,No,,,,1953,1708,,3,1,1,Two,Colonial,"Main,Upper1",,No,,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1708,0,,,,39.0839973,-77.1527578
MDMC2058482,RES,Closed,,20,20,06/29/2022,07/22/2022 12:00:00 AM,08/31/2022,08/31/2022,"$225,000","$225,000","$215,000",3540,,Chiswick,38-J,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,Christine D Sherrod,87753,"Weichert, REALTORS",WEI28,(301) 681-0550,Youn H Kim,103454,Maryland Pro Realty,MPRE2,(410) 480-3800,,Cash,StandardSale,StandardSale,StandardSale,1837,2021,,U,Cooperative,Yes,Yes,No,,,,1967,1600,Excellent,2,1,3,Two,Colonial,"Main,Upper1",,No,,,,,,No,No,No,BERKELEY,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,1600,0,Excellent,,,39.0982107,-77.0683864
MDMC2058554,RES,Closed,,4,4,07/01/2022,07/03/2022 12:00:00 AM,07/26/2022,07/26/2022,"$985,000","$985,000","$1,000,000",14515,,Manor Park,,Rockville,MD,20853,MONTGOMERYMD,,,,MANOR PARK,James M Coley,1867,"Long & Foster Real Estate, Inc",LNG333,(240) 800-5155,Lisa P Johnson,130876,"Weichert, REALTORS",WEI28,(301) 681-0550,,Conventional,StandardSale,StandardSale,StandardSale,9015,2021,0.47,R,FeeSimple,No,No,No,,,,1961,4281,Excellent,4,3,,Two,Rancher,"Lower1,Main",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2281,2000,Excellent,,,39.0940882,-77.0829868
MDMC2058144,RES,Closed,,10,10,06/30/2022,07/09/2022 12:00:00 AM,07/22/2022,07/22/2022,"$230,000","$230,000","$223,000",15115,,Interlachen,3-124,Silver Spring,MD,20906,MONTGOMERYMD,,,,GREENS AT LEISURE WORLD,Nanci Miller,55118,Compass,COMPS9,(301) 304-8444,Melanie B Cantwell,3312200,"Long & Foster Real Estate, Inc.",LNG7,(301) 441-9511,,Cash,StandardSale,StandardSale,StandardSale,2108,2021,,U,Condominium,Yes,Yes,No,,,,1984,1195,Excellent,2,2,,One,CondoUnit,Main,1,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1195,0,Excellent,,,39.1065853,-77.0688392
MDMC2058806,RES,Closed,,14,14,07/08/2022,07/21/2022 12:00:00 AM,08/28/2022,08/26/2022,"$695,000","$695,000","$685,000",4921,,Strathmore,,Kensington,MD,20895,MONTGOMERYMD,,,,GARRETT PARK ESTATES,Todd C Harris,58449,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,Todd C Harris,58449,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,,Conventional,StandardSale,StandardSale,StandardSale,5806,2022,0.14,R,FeeSimple,No,No,No,,,,1951,1188,,3,2,0,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,No,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,1188,0,,,,39.0314872,-77.1032704
MDMC2058912,RES,Closed,,5,5,06/29/2022,07/03/2022 12:00:00 AM,08/02/2022,08/02/2022,"$749,000","$749,000","$725,000",613,,Smallwood,,Rockville,MD,20850,MONTGOMERYMD,,,,WOODLEY GARDENS,Ronald S. Sitrin,5324,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,Christy L Bakaly,126196,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,8247,2021,0.22,R,FeeSimple,No,No,No,,,,1966,2285,VeryGood,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2285,0,VeryGood,,,39.0922495,-77.1658796
MDMC2057632,RES,Closed,,8,8,06/29/2022,07/05/2022 12:00:00 AM,08/04/2022,08/04/2022,"$529,000","$529,000","$551,500",4101,,Landgreen,,Rockville,MD,20853,MONTGOMERYMD,,,,WHEATON WOODS,Erich W Cabe,84005,Compass,COMPS2,(301) 298-1001,Sara N Glickman,100864,Taylor Properties,TAYL1,(301) 970-2447,,Conventional,StandardSale,StandardSale,StandardSale,4646,2021,0.26,R,FeeSimple,No,No,No,,,,1961,2028,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1628,400,,,,39.0800444,-77.0877127
MDMC2058524,RES,Closed,,3,3,06/29/2022,07/01/2022 12:00:00 AM,07/30/2022,07/29/2022,"$450,000","$450,000","$455,000",13216,,Dauphine,,Silver Spring,MD,20906,MONTGOMERYMD,,,,HARMONY HILLS,Deborah Gartner,3089780,J&B Real Estate,JBR1,(301) 271-3487,Marie Estrada Sapalicio,3281269,RE/MAX Excellence Realty,RXER1,(301) 445-5900,,"Conventional,ExchangeTrade",StandardSale,StandardSale,StandardSale,4088,2021,0.18,R,FeeSimple,No,No,No,,,,1966,1871,,3,3,,Two,Rancher,"Lower1,Main",,Yes,,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1271,600,,,,39.074634,-77.0744675
MDMC2058118,RES,Closed,,7,7,07/01/2022,07/06/2022 12:00:00 AM,08/03/2022,08/03/2022,"$649,900","$649,900","$649,900",2932,,Birchtree,,Silver Spring,MD,20906,MONTGOMERYMD,,,,STRATHMORE AT BEL PRE,Colleen B Corbey,1908,"Rory S. Coakley Realty, Inc.",RSC1,(301) 340-8700,Heidi Zornes-Foster,3062290,KW Metro Center,KWR19,(703) 535-3610,,Conventional,StandardSale,StandardSale,StandardSale,5499,2021,0.47,R,FeeSimple,No,No,Yes,Annually,350,Annually,1971,2228,,4,2,1,Two,Colonial,Main,,No,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2228,0,,,,39.0848421,-77.0643172
MDMC2058834,RES,Closed,,10,10,06/28/2022,07/07/2022 12:00:00 AM,08/08/2022,08/05/2022,"$449,000","$449,000","$449,000",3917,,Littleton,,Silver Spring,MD,20906,MONTGOMERYMD,,,,CONN AVE PARK,William A Holbrook,3010,RE/MAX Realty Services,RBE1,(301) 652-0400,Robert G Carter,137575,Compass,COMPS1,(202) 386-6330,,Conventional,StandardSale,StandardSale,StandardSale,4325,2021,0.22,R,FeeSimple,No,No,No,,,,1959,1776,,4,1,1,Two,SplitFoyer,"Lower1,Main",,Yes,,,"BsmtLaundry,LowFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1026,750,,,,39.0660957,-77.0839105
MDMC2058664,RES,Closed,,8,8,07/05/2022,07/12/2022 12:00:00 AM,08/16/2022,08/16/2022,"$239,990","$239,990","$239,990",15310,,Beaverbrook,89-3K,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,Corbin Allan Griffith,3322597,Compass,COMPS17,(240) 219-2422,Alexander Kovach,3296138,"EXP Realty, LLC",EXXP1,(888) 860-7369,"$4,500",Cash,StandardSale,StandardSale,StandardSale,1890,2021,,U,Condominium,Yes,Yes,Yes,Monthly,0,Monthly,1979,1340,,3,2,,Three,Traditional,Main,3,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1340,0,,,,39.1070153,-77.0614335
MDMC2057102,RES,Closed,,8,8,06/28/2022,07/05/2022 12:00:00 AM,07/26/2022,07/26/2022,"$819,900","$819,900","$874,000",4,,Bentana,,Rockville,MD,20850,MONTGOMERYMD,,,,NEW MARK COMMONS,Michael P Rose,4936,"Rory S. Coakley Realty, Inc.",RSC1,(301) 340-8700,Kenneth M Abramowitz,3017706,RE/MAX Town Center,RXTC1,(301) 540-2232,,Conventional,StandardSale,StandardSale,StandardSale,8661,2021,0.31,R,FeeSimple,No,No,Yes,SemiAnnually,1328.5,SemiAnnually,1970,2400,Excellent,5,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2400,0,Excellent,,,39.0767513,-77.1572961
MDMC2058804,RES,Closed,,0,0,06/28/2022,01/05/2022 12:00:00 AM,06/28/2022,06/28/2022,"$1,385,929","$1,385,929","$1,385,929",11380,,Emerald Park Road,,Potomac,MD,20854,MONTGOMERYMD,,,,CABIN JOHN VILLAGE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Marie Tongol,3033514,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,Conventional,StandardSale,StandardSale,StandardSale,2661.43,2021,0,,FeeSimple,No,No,Yes,Monthly,250,Monthly,,2720,Excellent,3,3,1,Three,Contemporary,Main,,Yes,2,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2720,,Excellent,,,39.0418324,-77.1560434
MDMC2058222,RES,Closed,,6,6,07/15/2022,07/20/2022 12:00:00 AM,08/09/2022,08/05/2022,"$435,000","$435,000","$477,000",73,,Kinsman View,,Silver Spring,MD,20901,MONTGOMERYMD,,,,NORTHWOOD PARK VIEW,Elaine S. Koch,52408,"Long & Foster Real Estate, Inc",LNG333,(240) 800-5155,Julien J Elie,3318640,Keller Williams Realty Centre,KWR15,(410) 312-0000,,Conventional,StandardSale,StandardSale,StandardSale,3696,2021,0.04,R,FeeSimple,No,No,Yes,Monthly,80,Monthly,1985,1755,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1280,475,,,,39.0275744,-77.0107765
MDMC2058566,RES,Closed,,18,18,06/28/2022,07/15/2022 12:00:00 AM,08/10/2022,08/10/2022,"$975,000","$949,000","$949,000",1700,,Pasture Brook,,Potomac,MD,20854,MONTGOMERYMD,,,,ORCHARD RIDGE,Eric W Brooks,3014576,Compass,COMPS2,(301) 298-1001,Sintia Petrosian,127813,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,Cash,ShortSale,ShortSale,ShortSale,9627,2021,0.2,R,FeeSimple,No,No,Yes,Annually,110,Annually,1988,3306,,4,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,ShortSale,ShortSale,ShortSale,2.5,2.5,,BRIGHT,2406,900,,,90,39.0688294,-77.1667988
MDMC2057570,RES,Closed,,7,24,06/30/2022,07/06/2022 12:00:00 AM,08/01/2022,07/29/2022,"$460,000","$460,000","$485,000",13520,,Vandalia,,Rockville,MD,20853,MONTGOMERYMD,,,,WHEATON WOODS,Jonathan S Lahey,122967,"EXP Realty, LLC",EXXPR1,(833) 335-7433,Tayaa Mraihi,4240,"Long & Foster Real Estate, Inc.",LNG150,(301) 388-2600,,Conventional,StandardSale,StandardSale,StandardSale,4220,2022,0.16,R,FeeSimple,No,No,No,,,,1961,1976,,4,2,,Two,SplitFoyer,"Lower1,Main",,Yes,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1040,936,,,,39.0744824,-77.0829952
MDMC2058694,RES,Closed,,23,23,06/28/2022,07/20/2022 12:00:00 AM,08/17/2022,08/17/2022,"$589,000","$565,000","$560,000",2939,,Saint Helen,,Silver Spring,MD,20906,MONTGOMERYMD,,,,STRATHMORE AT BEL PRE,Jennifer D. Stein,3285960,"Homelister, Inc",JSTEIN1,(855) 400-8566,Angel Arturo Cruz Jr.,153753,Keller Williams Realty,KWR8,(703) 679-1700,,Conventional,StandardSale,StandardSale,StandardSale,5479,2021,0.06,R,FeeSimple,No,No,Yes,Monthly,76,Monthly,2000,2880,,3,2,1,Two,Colonial,"Main,Upper1",,No,2,Yes,"DryerInUnit,HasLaundry,Hookup,LowFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1920,960,,,,39.0901202,-77.0612476
MDMC2058718,RES,Closed,,41,41,06/28/2022,08/05/2022 12:00:00 AM,08/31/2022,08/29/2022,"$245,000","$245,000","$240,000",15310,,Pine Orchard,84-2K,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,LEDIO BABOCI,3082130,"Weichert, REALTORS",WEI28,(301) 681-0550,Eric T Hovanky,143674,Redfin Corp,REFC2,(301) 658-6186,,Conventional,StandardSale,StandardSale,StandardSale,1890,2021,,U,Condominium,Yes,Yes,No,,,,1978,1340,,3,2,,Three,Other,Main,2,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1340,0,,,,39.1079359,-77.0636139
MDMC2058688,RES,Closed,,31,67,06/27/2022,07/29/2022 12:00:00 AM,08/13/2022,08/12/2022,"$259,900","$252,900","$256,000",10408,,Rockville Pike,302,Rockville,MD,20852,MONTGOMERYMD,,,,GROSVENOR PARK,Richard C Wright,64952,REMAX Platinum Realty,RXPT1,(240) 497-0408,Lindsey Reese,3051733,City Chic Real Estate,CHIC1,(202) 499-4284,,Conventional,StandardSale,StandardSale,StandardSale,2664,2021,,U,Condominium,No,Yes,No,,,,1964,911,Excellent,2,1,,One,Traditional,Main,2,No,,No,LowFlrLndry,,,Yes,No,No,THE DAVIDSON,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,911,0,Excellent,,,39.0707836,-77.1317754
MDMC2058696,RES,Closed,,10,10,06/30/2022,07/10/2022 12:00:00 AM,07/28/2022,07/28/2022,"$599,000","$599,500","$625,000",611,,Lamberton,,Silver Spring,MD,20902,MONTGOMERYMD,,,,KEMP MILL ESTATES,Judith Shields,3060251,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,Mel Debra Davies,3339562,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,"$2,000",Conventional,StandardSale,StandardSale,StandardSale,5452.66,2021,0.42,R,FeeSimple,No,No,No,,,,1962,2068,,4,3,0,Two,Rancher,"Lower1,Lower2,Main,Upper1",,Yes,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1410,658,,,,39.0447,-77.0223
MDMC2058654,RES,Closed,,2,2,06/27/2022,06/27/2022 12:00:00 AM,07/06/2022,07/06/2022,"$1,950,000","$1,950,000","$2,000,000",4017,,Montpelier,,Rockville,MD,20853,MONTGOMERYMD,,,,MANOR PARK,Lisa P Johnson,130876,"Weichert, REALTORS",WEI28,(301) 681-0550,Lisa P Johnson,130876,"Weichert, REALTORS",WEI28,(301) 681-0550,,Cash,StandardSale,StandardSale,StandardSale,13671,2021,0.46,R,FeeSimple,No,No,No,,,,2012,5885,Excellent,5,4,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,4185,1700,Excellent,,,39.0970459,-77.0817095
MDMC2058660,RES,Closed,,29,29,07/08/2022,08/12/2022 12:00:00 AM,09/02/2022,09/01/2022,"$525,000","$489,999","$475,000",215,,Thistle,,Silver Spring,MD,20901,MONTGOMERYMD,,,,NORTHWOOD PARK VIEW,Maria B McGrath,120607,Douglas Realty,DOGR6,(866) 987-3937,Alejandro Luis A Martinez,114644,The Agency DC,RXES1,(202) 888-1127,"$14,250",Conventional,StandardSale,StandardSale,StandardSale,4731,2021,0.15,R,FeeSimple,No,No,No,,,,1957,2280,Excellent,5,3,0,Four,SplitLevel,"Lower1,Main,Upper1,Upper2",,Yes,,No,UpprFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1500,780,Excellent,,,39.0331225,-77.0136134
MDMC2058622,RES,Closed,,5,5,06/27/2022,07/01/2022 12:00:00 AM,08/03/2022,08/02/2022,"$158,500","$158,500","$172,000",15101,,Interlachen,1-1020,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,Alecia R Scott,73643,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,Marlene J Aisenberg,3008079,Coldwell Banker Realty,CBRB53,(301) 718-0010,,Cash,StandardSale,StandardSale,StandardSale,1706,2021,,U,Condominium,Yes,Yes,No,,,,1984,990,Excellent,2,2,,One,CondoUnit,Main,10,No,,No,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,990,0,Excellent,,,39.1065853,-77.0688392
MDMC2058616,RES,Closed,,20,20,06/27/2022,08/01/2022 12:00:00 AM,08/12/2022,08/12/2022,"$179,900","$179,900","$175,000",11801,,Rockville Pike,314,Rockville,MD,20852,MONTGOMERYMD,,,,THE FORUM,Helena Pulyaeva,61721,RE/MAX Realty Services,RBE1,(301) 652-0400,Sara Angelica de ricco barros,3322790,Samson Properties,SAMP13,(240) 630-8689,,Conventional,StandardSale,StandardSale,StandardSale,1988,2022,,,Condominium,No,Yes,No,,,,1968,871,,1,1,1,Seven,Traditional,Main,3,No,,No,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,871,,,,,39.0707836,-77.1317754
MDMC2058324,RES,Closed,,17,17,06/27/2022,07/12/2022 12:00:00 AM,08/09/2022,07/29/2022,"$549,900","$549,900","$550,000",4305,,Havard,,Silver Spring,MD,20906,MONTGOMERYMD,,,,STONEYBROOK ESTATES,Johnny A Diaz,140549,Realty Advantage,FXR6,(301) 881-9800,Johnny A Diaz,140549,Realty Advantage,FXR6,(301) 881-9800,"$16,500",Conventional,StandardSale,StandardSale,StandardSale,4636,2021,0.22,R,FeeSimple,No,No,No,,,,1957,2184,Excellent,6,4,0,Two,Rancher,"Lower1,Main",,Yes,,,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1092,1092,Excellent,,,39.0628058,-77.0817325
MDMC2054148,RES,Closed,,6,6,07/10/2022,07/26/2022 12:00:00 AM,08/26/2022,08/26/2022,"$469,000","$469,000","$485,000",12907,,Crisfield,,Silver Spring,MD,20906,MONTGOMERYMD,,,,CONNECTICUT AVE,Jordan G Chronopoulos,3114869,RLAH @properties,RLAH1,(301) 652-0643,Rebecca Zemek,3267328,KW United,KWR30,(703) 533-1500,,Conventional,StandardSale,StandardSale,StandardSale,4265,2021,0.16,R,FeeSimple,No,No,No,,,,1955,2142,,4,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1612,530,,,,38.9883225,-77.026823
MDMC2058520,RES,Closed,,10,10,06/29/2022,07/08/2022 12:00:00 AM,07/29/2022,07/29/2022,"$500,000","$500,000","$500,000",3,,Grandin,,Rockville,MD,20851,MONTGOMERYMD,,,,SILVER ROCK,Robert J Lucido,3804,Keller Williams Lucido Agency,KWLA1,(410) 465-6900,Faith Saunders,3316448,"Pearson Smith Realty, LLC",PSTH3,(571) 386-1075,"$7,500",Conventional,StandardSale,StandardSale,StandardSale,4527,2021,0.17,R,FeeSimple,No,No,No,,,,1952,1296,,3,2,,One,Rancher,"Lower1,Main",,Yes,,No,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,864,432,,,,39.0801242,-77.1292785
MDMC2058434,RES,Closed,,11,11,07/08/2022,07/17/2022 12:00:00 AM,08/29/2022,08/26/2022,"$314,500","$314,500","$310,000",10701,,Hampton Mill,100,Rockville,MD,20852,MONTGOMERYMD,,,,GABLES OF TUCKERMAN,Crystal M Smith,123005,RE/MAX Executive,RXE2,(443) 274-1900,Judith A Martin,65874,Century 21 Redwood Realty,RDWG9,(301) 208-2288,,Conventional,StandardSale,StandardSale,StandardSale,2713,2021,,U,Condominium,No,Yes,Yes,Annually,407,Annually,1987,920,,1,1,1,Two,Contemporary,"Lower1,Main",2,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,920,0,,,,39.0332758,-77.1167076
MDMC2058492,RES,Closed,,14,14,07/11/2022,07/24/2022 12:00:00 AM,08/30/2022,08/30/2022,"$139,900","$139,900","$138,000",3352,,Chiswick,57-2F,Silver Spring,MD,20906,MONTGOMERYMD,,,,MONTGOMERY MUTUAL COOP,Linda Sansbury,3053846,"Weichert, REALTORS",WEI28,(301) 681-0550,LEDIO BABOCI,3082130,"Weichert, REALTORS",WEI28,(301) 681-0550,,Cash,StandardSale,StandardSale,StandardSale,1121,2021,,U,Cooperative,Yes,Yes,No,,,,1967,1035,VeryGood,2,1,,One,Traditional,Main,2,No,,No,Shared,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,1035,0,VeryGood,,,39.0982107,-77.0683864
MDMC2058480,RES,Closed,,58,58,06/26/2022,08/21/2022 12:00:00 AM,09/15/2022,09/15/2022,"$375,000","$330,000","$325,000",14509,,Kelmscot,162-A,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,Kathryn B Virkus,60175,"RE/MAX Realty Centre, Inc.",RRC1,(301) 774-5900,Benny M Clements Jr.,69269,RE/MAX Advantage Realty,RMA6,(240) 295-6000,,Cash,StandardSale,StandardSale,StandardSale,3596,2021,,U,Condominium,Yes,Yes,No,,,,1971,1193,VeryGood,3,2,,One,Traditional,Main,,No,2,,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1193,0,VeryGood,,,39.0955354,-77.0674793
MDMC2056894,RES,Closed,,9,9,06/26/2022,07/04/2022 12:00:00 AM,08/10/2022,08/10/2022,"$179,000","$179,000","$170,000",2904,N,Leisure World,409,Silver Spring,MD,20906,MONTGOMERYMD,,,,LEISURE WORLD,Sue A Heyman,2958,"Weichert, REALTORS",WEI28,(301) 681-0550,Sarah Dye,3251859,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,,Cash,StandardSale,StandardSale,StandardSale,1369,2021,,U,Condominium,Yes,Yes,Yes,Monthly,0,Monthly,1997,889,Excellent,1,1,,Five,Traditional,Main,4,No,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,MODIFIED M,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,889,0,Excellent,,,39.1048948,-77.06026899999999
MDMC2056472,RES,Closed,,8,8,06/30/2022,07/07/2022 12:00:00 AM,07/27/2022,07/27/2022,"$739,000","$739,000","$820,000",11528,,Highview,,Silver Spring,MD,20902,MONTGOMERYMD,,,,HAMMOND WOODS,Pamela E Schaeffer,133560,Compass,COMPS2,(301) 298-1001,Irina Tyszko,3094929,Keller Williams Capital Properties,KWCP1,(202) 243-7700,$2,Conventional,StandardSale,StandardSale,StandardSale,5009,2021,0.2,R,FeeSimple,No,No,No,,,,1951,1778,VeryGood,4,2,,Two,MidCenturyModern,"Lower1,Main",1,Yes,,,LowFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1082,696,VeryGood,,,39.0081818,-77.0149858
MDMC2058376,RES,Closed,,3,28,06/25/2022,06/27/2022 12:00:00 AM,07/15/2022,07/13/2022,"$474,900","$474,900","$491,000",10115,,Greeley,,Silver Spring,MD,20902,MONTGOMERYMD,,,,MCKENNEY HILLS,Tatjana Bajrami,135619,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,Maureen Andary,3068946,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,5804.94,2021,0.15,,FeeSimple,No,No,No,,,,1947,1881,Excellent,3,2,,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1188,693,Excellent,,,39.0204129,-77.0478167
